"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","nother-Super-Server",,,,"User:","nother"
"Cmdline:","dstat -tcmnd --output 0.01_20g.csv 1",,,,"Date:","26 Nov 2025 14:56:59 CST"
"system","total cpu usage",,,,,"memory usage",,,,"net/total",,"dsk/total",
"time","usr","sys","idl","wai","stl","used","free","buff","cach","recv","send","read","writ"
27-11 20:06:16,1.656,0.529,97.815,0,0,26289418240,74976796672,769323008,164853166080,2167,5123,0,0,
27-11 20:06:17,2.018,0.529,97.453,0,0,26281525248,74812604416,769323008,165020409856,1809,4463,0,229376,
27-11 20:06:18,1.739,0.487,97.773,0,0,26281312256,74642149376,769323008,165186584576,2100,3281,0,0,
27-11 20:06:19,1.699,0.808,97.271,0.223,0,26282672128,74467467264,769323008,165355311104,3115,6765,0,1893785600,
27-11 20:06:20,1.782,0.404,97.814,0,0,26281988096,74294472704,769323008,165524180992,1802,3089,0,0,
27-11 20:06:21,1.876,0.472,97.651,0,0,26282815488,74123374592,769323008,165690425344,1683,3931,0,0,
27-11 20:06:22,1.934,0.487,97.579,0,0,26260590592,73972473856,769327104,165858349056,2847,6047,0,262144,
27-11 20:06:23,1.753,0.417,97.829,0,0,26260353024,73802686464,769327104,166023753728,2683,3281,0,0,
27-11 20:06:24,1.738,0.765,97.288,0.209,0,26259808256,73628975104,769327104,166193135616,3590,5427,0,1623244800,
27-11 20:06:25,1.891,0.501,97.608,0,0,26260750336,73458376704,769327104,166358634496,3378,5077,0,0,
27-11 20:06:26,1.820,0.514,97.666,0,0,26258714624,73286606848,769327104,166527533056,2357,4050,0,0,
27-11 20:06:27,1.684,0.487,97.829,0,0,26259984384,73113268224,769331200,166694666240,1908,4836,0,212992,
27-11 20:06:28,1.864,0.529,97.608,0,0,26260713472,72943116288,769335296,166859743232,1570981,6769,0,0,
27-11 20:06:29,3.227,0.612,96.022,0.139,0,26260307968,72772145152,769335296,167026298880,5889725,3227,0,1288740864,
27-11 20:06:30,1.713,0.613,97.591,0.084,0,26259247104,72601321472,769335296,167193350144,3190,4075,0,605052928,
27-11 20:06:31,1.765,0.514,97.721,0,0,26260619264,72426471424,769335296,167362187264,2232,5503,0,0,
27-11 20:06:32,1.656,0.501,97.843,0,0,26261323776,72253444096,769339392,167530172416,2240,4259,0,270336,
27-11 20:06:33,1.876,0.542,97.582,0,0,26260733952,72082882560,769339392,167696465920,2119,4669,0,0,
27-11 20:06:34,1.642,0.529,97.829,0,0,26260926464,71910416384,769339392,167864250368,2137,5375,0,0,
27-11 20:06:35,2.027,0.819,96.918,0.236,0,26260750336,71739420672,769343488,168030351360,1803,3089,0,1893990400,
27-11 20:06:36,1.972,0.444,97.584,0,0,26261389312,71567196160,769343488,168197402624,2366,5505,0,0,
27-11 20:06:37,1.753,0.501,97.746,0,0,26261524480,71393492992,769343488,168366051328,1898,4219,0,262144,
27-11 20:06:38,2.138,0.416,97.446,0,0,26261147648,71224979456,769343488,168530935808,2040,4267,0,0,
27-11 20:06:39,1.737,0.500,97.762,0,0,26261311488,71049887744,769343488,168700665856,1809,4319,0,0,
27-11 20:06:40,1.984,0.722,97.086,0.208,0,26261454848,70878515200,769343488,168867418112,2077,4219,0,1623302144,
27-11 20:06:41,1.807,0.514,97.678,0,0,26261204992,70705168384,769347584,169036267520,2725,5035,0,0,
27-11 20:06:42,1.659,0.474,97.867,0,0,26261712896,70533169152,769351680,169203425280,2769,4725,0,212992,
27-11 20:06:43,1.750,0.458,97.791,0,0,26260336640,70360625152,769351680,169371987968,2196,4411,0,0,
27-11 20:06:44,1.738,0.528,97.733,0,0,26259849216,70188646400,769351680,169539956736,1922,3885,0,0,
27-11 20:06:45,1.686,0.529,97.743,0.042,0,26258784256,70018510848,769351680,169706434560,2795,4965,0,366747648,
27-11 20:06:46,1.613,0.709,97.469,0.209,0,26261151744,69842165760,769351680,169875681280,2291,4443,0,1527037952,
27-11 20:06:47,1.727,0.515,97.758,0,0,26260832256,69671358464,769351680,170042126336,1743,4051,0,212992,
27-11 20:06:48,1.710,0.514,97.775,0,0,26261344256,69498179584,769355776,170210324480,2203,4251,0,0,
27-11 20:06:49,1.878,0.515,97.608,0,0,26261585920,69325086720,769355776,170378153984,2958,5429,0,0,
27-11 20:06:50,1.654,0.570,97.776,0,0,26260492288,69155287040,769355776,170544676864,1802,4003,0,0,
27-11 20:06:51,1.958,0.708,97.140,0.194,0,26262368256,68982333440,769355776,170711703552,5258,4227,0,1623949312,
27-11 20:06:52,1.643,0.473,97.883,0,0,26260291584,68811927552,769363968,170878562304,4504,4219,0,212992,
27-11 20:06:53,1.780,0.542,97.678,0,0,26262867968,68636094464,769363968,171047559168,3873,5323,0,0,
27-11 20:06:54,1.767,0.445,97.787,0,0,26262851584,68465569792,769368064,171213426688,1862,4449,0,0,
27-11 20:06:55,1.656,0.501,97.843,0,0,26261098496,68293742592,769368064,171382714368,2078,4651,0,0,
27-11 20:06:56,1.751,0.792,97.234,0.222,0,26261417984,68118982656,769368064,171551690752,2687,5194,0,1893785600,
27-11 20:06:57,3.308,0.556,96.136,0,0,26256400384,67954016256,769372160,171717124096,5730207,4488,0,245760,
27-11 20:06:58,2.750,0.528,96.723,0,0,26256498688,67780128768,769372160,171886067712,1275391,5939,0,0,
27-11 20:06:59,1.835,0.473,97.692,0,0,26256187392,67609268224,769372160,172052742144,1863,4459,0,0,
27-11 20:07:00,1.670,0.557,97.774,0,0,26255814656,67435749376,769372160,172221771776,2992,3089,0,0,
27-11 20:07:01,1.918,0.570,97.512,0,0,26256551936,67264397312,769376256,172387885056,4928,6395,0,0,
27-11 20:07:02,2.278,0.764,96.694,0.264,0,26256052224,67093225472,769380352,172554969088,3392,4171,0,1894531072,
27-11 20:07:03,1.933,0.417,97.650,0,0,26256527360,66920726528,769380352,172722147328,1861,3281,0,0,
27-11 20:07:04,1.723,0.639,97.638,0,0,26255732736,66749059072,769380352,172890009600,3535,5761,0,0,
27-11 20:07:05,1.683,0.529,97.789,0,0,26255564800,66575835136,769380352,173058502656,4993,4217,0,0,
27-11 20:07:06,1.916,0.597,97.487,0,0,26255982592,66404892672,769380352,173224525824,4398,4285,0,0,
27-11 20:07:07,1.725,0.779,97.301,0.195,0,26256150528,66232111104,769388544,173392592896,3054,5437,0,1623695360,
27-11 20:07:08,1.820,0.514,97.666,0,0,26256863232,66058952704,769388544,173560205312,2608,4385,0,0,
27-11 20:07:09,1.822,0.473,97.705,0,0,26256211968,65887989760,769388544,173727141888,1803,3227,0,0,
27-11 20:07:10,1.903,0.528,97.569,0,0,26255998976,65714999296,769388544,173895311360,2695,6357,0,0,
27-11 20:07:11,1.836,0.529,97.636,0,0,26258145280,65543884800,769388544,174060122112,1743,4697,0,0,
27-11 20:07:12,1.697,0.612,97.551,0.139,0,26256166912,65372352512,769388544,174228828160,2068,3089,0,1197588480,
27-11 20:07:13,1.822,0.598,97.483,0.097,0,26256957440,65199894528,769388544,174395805696,2322,5553,0,696410112,
27-11 20:07:14,1.573,0.501,97.927,0,0,26256314368,65026338816,769392640,174565392384,2360,4291,0,0,
27-11 20:07:15,1.849,0.542,97.609,0,0,26256375808,64852742144,769392640,174733950976,2079,4421,0,0,
27-11 20:07:16,1.712,0.515,97.773,0,0,26255974400,64682254336,769392640,174900236288,2413,5693,0,0,
27-11 20:07:17,1.722,0.528,97.750,0,0,26255507456,64508006400,769400832,175070035968,2141,3521,0,221184,
27-11 20:07:18,1.837,0.765,97.161,0.237,0,26256179200,64336678912,769400832,175236460544,4668,5575,0,1893810176,
27-11 20:07:19,1.586,0.584,97.829,0,0,26255691776,64163405824,769400832,175405539328,4527,5295,0,0,
27-11 20:07:20,1.614,0.487,97.899,0,0,26256789504,63989444608,769404928,175573647360,3745,3089,0,0,
27-11 20:07:21,1.766,0.598,97.637,0,0,26256351232,63819702272,769404928,175739166720,2115,3827,0,0,
27-11 20:07:22,1.779,0.528,97.693,0,0,26257244160,63645765632,769409024,175907549184,2601,5925,0,278528,
27-11 20:07:23,2.055,0.666,97.071,0.208,0,26256199680,63476772864,769409024,176072962048,4315,3281,0,1623834624,
27-11 20:07:24,1.859,0.569,97.572,0,0,26256289792,63302004736,769409024,176242814976,1982,4827,0,0,
27-11 20:07:25,1.864,0.570,97.566,0,0,26256912384,63129432064,769409024,176410034176,110266,5077,0,0,
27-11 20:07:26,1.600,0.445,97.954,0,0,26256826368,62956371968,769409024,176578793472,3643,4050,0,0,
27-11 20:07:27,1.753,0.529,97.718,0,0,26257641472,62781607936,769413120,176747769856,2400,5410,0,212992,
27-11 20:07:28,1.001,0.960,97.997,0.042,0,26258063360,67746058240,769413120,171912540160,2435,5369,0,366092288,
27-11 20:07:29,0.042,1.612,98.166,0.181,0,26256883712,81230753792,769413120,158790541312,1551,2163,0,1527693312,
27-11 20:07:30,0.626,0.570,98.804,0,0,25547268096,84754165760,769421312,156053958656,10296,21455,0,5136384,
27-11 20:07:31,0.125,0.042,99.833,0,0,25546706944,84755087360,769421312,156053639168,2238,5160,0,0,
27-11 20:07:32,0.153,0.125,99.722,0,0,25545781248,84756029440,769421312,156053639168,2466,9519,0,0,
27-11 20:07:33,0.056,0.083,99.861,0,0,25545732096,84756070400,769421312,156053639168,1973,1603,0,0,
27-11 20:07:34,0.028,0.264,99.500,0.209,0,25546358784,84756877312,769421312,156052205568,696,1537,0,1893785600,
27-11 20:07:35,0.042,0.056,99.903,0,0,25546338304,84756893696,769425408,156052205568,5590,1129,0,638976,
27-11 20:07:36,0.042,0.083,99.875,0,0,25546305536,84756975616,769425408,156052205568,411,1153,0,0,
27-11 20:07:37,0.167,0.139,99.694,0,0,24992890880,85311115264,769425408,156052086784,1864,3142,0,0,
